repo_name,commit,message,Is_Core_Refactor,Is_Refactor,Justification,Certain,Comment,Sampling
sysstat/sysstat,41ab65bc0cdd8c1a15d7be70369c02825c3cf498,"Code cleaned.

Updated .gitignore file to ignore some more files.
Updated various source headers: (C) 2010 instead of (C) 2009.
Updated sar manual page: sar -A also includes -m ALL.
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,81be9751a1e4d3424358dafcf0f61405c439035e,"Small tweaks for clean compile on Windows.

There was one remaining char-vs-wchar_t problem in file_system_util.cc

There was a Windows-specific compile warning in file_cache.cc

BUG=498951
TEST=built (GYP_DEFINES included chromeos=1) and run unit_tests gyp/ninja target from chrome/chrome_tests_unit.gypi

Review URL: https://codereview.chromium.org/1179973003

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#334758}
",,,,,,12_may_2021_mp_not_refactor_commits
luci/luci-go,745a35515677635ef5328b717dfcba80dfaf4184,"[milo] Track Project in BuildSummary.

Also refactor buildset manifest key attachment to use common funcion...
missed this in a previous CL.

R=2190fe9a39b4920ec7bd59c848ec5cccd163056f@chromium.org, nodir@chromium.org

Bug: 758007
Change-Id: I845d43ae1df56a870206acbc6ec808ba9f035e83
Reviewed-on: https://chromium-review.googlesource.com/727522
Commit-Queue: Robbie Iannucci <40f3d43a28ebae3cb819288542e1c84d73d962d5@chromium.org>
Reviewed-by: Ryan Tseng <2190fe9a39b4920ec7bd59c848ec5cccd163056f@chromium.org>
",,,,,,12_may_2021_mp_not_refactor_commits
phacility/phabricator,9219645287e9c070f07250794af2f18c691820b5,"Daemons - add ""objectPHID"" to task tables.

Summary: Ref T5402. This more or less ""fixes"" it but there's probably some polish to do?

Test Plan:
stopped and started daemons. error logs look good.

ran bin/storage upgrade.  noted that `adjust` added the appropriate indices for active and archive task.

Reviewers: epriestley

Reviewed By: epriestley

Subscribers: Korvin, epriestley

Maniphest Tasks: T5402

Differential Revision: https://secure.phabricator.com/D11044
",,,,,,12_may_2021_mp_not_refactor_commits
symfony/framework-bundle,ec8bf211357fee2c7073d810d0bb1dfc68d51c04,"Merge branch '2.8' into 3.3

* 2.8:
  Clean up
  Update return type in docblock.
  PHP CS Fixer: no need to exclude xml and yml files
  Update LICENSE year... forever
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,03fb3d2af96c2783c3a5bc03f3d984cf422f0e69,"FS-Cache: Release page->private after failed readahead

The attached patch causes read_cache_pages() to release page-private data on a
page for which add_to_page_cache() fails.  If the filler function fails, then
the problematic page is left attached to the pagecache (with appropriate flags
set, one presumes) and the remaining to-be-attached pages are invalidated and
discarded.  This permits pages with caching references associated with them to
be cleaned up.

The invalidatepage() address space op is called (indirectly) to do the honours.

Signed-off-by: David Howells <ebac1d06c1688626821bb0e574a037a7a5354e49@redhat.com>
Acked-by: Steve Dickson <305cc9d5027c0f4e08c2697d4cabde07a8221669@redhat.com>
Acked-by: Trond Myklebust <6a1f9db795c9fc44be97d66ab114c53193bd3d13@netapp.com>
Acked-by: Rik van Riel <a21938f5d463ddf41aa718934c205ca2cce8ebbc@redhat.com>
Acked-by: Al Viro <de609eb4d5d70b1d38ec6642adbfc33a2781f63c@zeniv.linux.org.uk>
Tested-by: Daire Byrne <88346abd41c1d9342544b2913df3d9f45ca8b95f@framestore.com>
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,19621cd877f25b75777a3ebac12419cecf3bc9bb,"Add TaskScheduler name to TaskLatencyMicroseconds histograms

Also tweak other histograms to use TaskSchedulerName suffix consistently
(instead of mixing it with pool name in some other histograms).

Also add a few Deprecated 4/2017 tags for TaskScheduler.TaskLatency.
which were missed in r468135.

R=a3abc75511683c44c05332821bc3b7f3d5e515d1@chromium.org, robliao@chromium.org

Bug: 803019
Change-Id: I30c3c30016d91d52c9de4d47944d68f2f250be07
Reviewed-on: https://chromium-review.googlesource.com/870116
Reviewed-by: François Doray <a3abc75511683c44c05332821bc3b7f3d5e515d1@chromium.org>
Reviewed-by: Robert Kaplow <a3cfb6bb7f27dd462ee383a51016fad6ff59f946@chromium.org>
Commit-Queue: Gabriel Charette <41ae41107f68c5f6cb83171614f7cf276b0b3572@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#530165}",,,,,,12_may_2021_mp_not_refactor_commits
AlertaDengue/AlertaDengue,7f379fa355f51e0743e3bd10f63565315f4e1136,"WIP: Puts together the chunked_upload widget and the DBF upload form

This uses the chunked upload file and the metadata the user inputs in
the form to create a DBF object and save it to our database.

It is still a work in progress because we still need to polish the
widget UI and to fix some issues (such as the typeahead and datepicker).
",,,,,,12_may_2021_mp_not_refactor_commits
nteract/papermill,58fb6f01cd1f05ae47041beac1903a6807599a19,"Cleanup version and docs (#297)

* Attempt to cleanup versioneer and add doc builds to travis

* Fixed tox issues for doc builds with new bumpversion

* Fixed setup.cfg version reference

* Separated bumpversion.cfg to avoid removing comments from setup.cfg

* Updated release notes for accuracy

* Fixed manifest

* Added dev requirements to docs build for travis

* Fixed duplicate requirement
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,751fcf391b147439d4637789996f58b37e6e3d37,"android crazy linker: better Globals implementation.

A small cleanup and/or improvement to the way global
data is managed in the crazy linker library:

- Replace ScopedGlobalLock with ScopedLockedGlobals
  which allows reducing the number of Globals::Get()
  call performed at runtime.

- Provide property accessors to the globals that
  don't call Globals::Get() on each call, e.g.

    the static Globals::GetLibraries() is replaced
    by the non-static Globals::libraries() call.

- In crazy_linker_api.cpp, Fix a minor bug where
  the ScopedDelayedCallbackPoster is constructed
  before the global lock is acquired (i.e. a
  thread-race).

  Note that there are still other thread-related
  issues with deferred tasks / callback handling
  but these will be addressed in a future CL.

- Don't use heap allocation for the Globals
  instance storage. This is mostly because there
  were suspicion of invalid pointer addresses
  being passed through callbacks, causing runtime
  crashes (see http://crbug.com/796938 for more
  details). A fixed address in the .bss section
  would be easier to spot in minidump CPU register
  dumps.

BUG=801548
R=f5a68dd3fb158cd420e05ca279f52a686c662bee@chromium.org,df62a37785f4466543d38b606e2821f2cbc99423@chromium.org,rmcilroy@chromium.org

Change-Id: I68cba5360c5b5a3aaa7847172a6e73a87a64d44b
Reviewed-on: https://chromium-review.googlesource.com/893259
Reviewed-by: agrieve <f5a68dd3fb158cd420e05ca279f52a686c662bee@chromium.org>
Reviewed-by: Egor Pasko <df62a37785f4466543d38b606e2821f2cbc99423@chromium.org>
Commit-Queue: David Turner <dcb93bd72059500c1226ad16fdd58ffe25c9e0ea@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#532889}",,,,,,12_may_2021_mp_not_refactor_commits
colinsc/koha,45c1cd1b666f9b890494c3f0396272d308b8dd2c,"Bug 21872: Fix name of rebuild_elasticsearch.pl

Signed-off-by: Josef Moravec <josef.moravec@gmail.com>
Signed-off-by: Martin Renvoize <martin.renvoize@ptfs-europe.com>

Signed-off-by: Nick Clemens <75ef9faee755c70589550b513ad881e5a603182c@bywatersolutions.com>
",,,,,,12_may_2021_mp_not_refactor_commits
catapult-project/catapult,b2e077c099e085f927c472517273d4235ebb4e72,"[devil] Only raise exception if forwarder not killed

Early returns if the attempt to kill the host forwarder returns -9 but
`ps aux` does not find any host_forwarder processes remaining since the
important thing is that the forwarder got cleaned up, not necessarily
how.

Also removes the dmesg logging that was added for debugging since it did
not contain any useful information.

Bug: chromium:1038789
Change-Id: Ic56a5c87bda9b59ea86704d034134c771bd4da2f
Reviewed-on: https://chromium-review.googlesource.com/c/catapult/+/2490877
Auto-Submit: Brian Sheedy <8cdc5cc1fa60ba15acb0d296e6f5592b7bb7d71c@chromium.org>
Reviewed-by: Ben Pastene <e214258550f76fa23ac7c1d953424f3f468f5c6b@chromium.org>
Commit-Queue: Brian Sheedy <8cdc5cc1fa60ba15acb0d296e6f5592b7bb7d71c@chromium.org>
",,,,,,12_may_2021_mp_not_refactor_commits
hashicorp/terraform,e9816c60f13a3ac55a2a75f57d3abf7885dd7372,"main: allow overriding host-based discovery in CLI config

For situations where the default network-based discovery is inappropriate
or inconvenient, this allows users to provide a hard-coded discovery
document for a particular hostname in the CLI config.

This is a new config block, rather than combined with the existing
""credentials"" block, because credentials should ideally live in separate
files from other config so that they can be managed more carefully.
However, this new ""host"" block _is_ designed to have room for additional
host-specific configuration _other than_ credentials in future, which
might include TLS certificate overrides or other such things used during
the discovery step.
",,,,,,12_may_2021_mp_not_refactor_commits
chartjs/Chart.js,e22f8bd7dcb26532d1c5703f4c7c632ffb406c6c,"Update Migration Guide (#7186)

* Add headers & split list  of removed developer properties
* Reorganize option changes & include scale option example",,,,,,12_may_2021_mp_not_refactor_commits
google/ExoPlayer,1ddac0c7038ed0ef4c962dfa9ac79c0c7b799b96,"Remove API version dependency of Util.normalizeLanguageCode

We previously used Locale.fromLanguageTag and then toLanguageTag to automatically
filter out invalid tags and to replace deprecated tags. However, this only works
for API 21+.

This change does no longer rely on the platform methods and instead:
 1. Keeps invalid tags as they are. This may help if developers rely on
    non-spec-complaint language tags (for example, #6681).
 2. Adds a list of deprcated tags and their modern replacements to our code
 3. Normalizes some short codes that have been superseded by macrolanguage codes by
    their macrolanguage equivalent.

Issue:#6681
PiperOrigin-RevId: 285384841
",,,,,,12_may_2021_mp_not_refactor_commits
avocado-framework/avocado-vt,cb8e150c8cc6870ab4802121824ebf34f9a10a77,"virttest/virsh: cleanup code

The commit d0d6610 introduced a new function named
_adu_device() and make it as the basis of
attach_device()/detach_device()/update_device().
But,
It forgot to remove unused statement in update_device().
cmd = ""update-device"".
",,,,,,12_may_2021_mp_not_refactor_commits
thewtex/TubeTK,e5db25aac985828f5af4f72d6a640ce0a39f67aa,"Merge branch 'listOrganization'

* listOrganization:
  STYLE: Comments, small organization fixes
  STYLE: Class and function documentation
  ENH: Update baselines for new list organization
  STYLE: Comment
  BUG: Multiply normalVector, not multVector (initialized to zero)
  ENH: Add implementation for multiplication vectors
  STYLE: Function organization
  STYLE: Shorten DeformationFieldComponent -> DeformationComponent
  STYLE: Remove multiplication vector types, use deformation vector types
  ENH: Add deformation component image attributes
  ENH: Anisotropic filter leaves work up to diffusive filter
  ENH: Begin using lists in ThreadedCalculateChange (deformation components)
  ENH: Begin using lists in ThreadedCalculateChange (tensor + derivatives)
  ENH: Continue transition to lists in main filter, for deformation components
  ENH: Intermediate transition to using lists in main filter
  ENH: Update function to begin computing div()v terms with arrays
  STYLE: Remove base class for registration function
  ENH: Allow user to supply intensity 1st+2nd partial derivatives
  STYLE: Combine ComputeUpdate() functions with optional parameter
",,,,,,12_may_2021_mp_not_refactor_commits
openstack/tripleo-common,f4ddcf45444bb1abec9070a25ee0c2336c18c47c,"Disable tripleo-ci-fedora-28-standalone job

tripleo-ci-fedora-28-standalone is deprecated and should be
disabled in all tripleo repos.

Change-Id: I78e5ba9ba33b00d05e67a0b34a1874e6866a2dc4
Task: https://tree.taiga.io/project/tripleo-ci-board/task/1229
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,e7ed96a3b921d9780929d297d501cf16ed74f8dc,"Speculative fix for (some) RouteTouchscreenGestureEvent() crashes.

This CL fixes an obvious bug in dealing with RWHVCF's that serve
WebViews. If they detach before the RWHVCF destructs, it will be
missing from the observer list and stale target pointers may
subsequently fail to be cleaned up.

Bug: 761363
Change-Id: Ia244c8419b9e3285ba52a9f8980f3d1485416738
Reviewed-on: https://chromium-review.googlesource.com/688335
Commit-Queue: James MacLean <8e04e2ec2d73199a73cec1b3b11a7c3582eb9a4a@chromium.org>
Reviewed-by: Charlie Reis <8c3c2ef18d4806a52754419f9054baa5fcc95780@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#505457}",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,656279a1f3b210cf48ccc572fd7c6b8e2250be77,"x86 smpboot: Re-enable init_udelay=0 by default on modern CPUs

commit f1ccd249319e allowed the cmdline ""cpu_init_udelay="" to work
with all values, including the default of 10000.

But in setting the default of 10000, it over-rode the code that sets
the delay 0 on modern processors.

Also, tidy up use of INT/UINT.

Fixes: f1ccd249319e ""x86/smpboot: Fix cpu_init_udelay=10000 corner case boot parameter misbehavior""
Reported-by: Shane <4fe72cd0082ac3ed428d4c668234c76af1e1197b@teksavvy.com>
Signed-off-by: Len Brown <b060cfa1096cc6e8be83699ddb4ed8a77dd63af5@intel.com>
Cc: 6362e6b3e1eb066225167d8f9fa90e92eed03d89@brightdsl.net
Cc: 4fbacc2fa0ffdbb11bf1ad6925b886ebd08dd15f@kernel.org
Link: http://lkml.kernel.org/r/9082eb809ef40dad02db714759c7aaf618c518d4.1448232494.git.b060cfa1096cc6e8be83699ddb4ed8a77dd63af5@intel.com
Signed-off-by: Thomas Gleixner <00e4cf8f46a57000a44449bf9dd8cbbcc209fd2a@linutronix.de>
",,,,,,12_may_2021_mp_not_refactor_commits
Teplitsa/Leyka,74f982280b6c723e30382c5568a1f03281490935,"Squashed commit of the following:

commit 18b69d6d15503f2c5af419a4cede56cdb536dc76
Author: Anna Ladoshkina <webdev@foralien.com>
Date:   Sun Mar 22 18:43:04 2015 +0300

    GitHub Link add to Dashboard screen

commit f94da5d5947bdcbfdcfc375f44f90b153ba53e8c
Author: Anna Ladoshkina <webdev@foralien.com>
Date:   Sun Mar 22 18:30:36 2015 +0300

    Fixes for feedback form UI and styling

commit 681d6ebbd79dc2d4f23d58a28329c2035b6ffae9
Author: Anna Ladoshkina <webdev@foralien.com>
Date:   Fri Mar 20 15:42:15 2015 +0300

    Feedback form styling fixes and readme updates

commit a7ea212f562189803e183cf020bbcb4a0cb8e71d
Author: Anna Ladoshkina <webdev@foralien.com>
Date:   Fri Mar 20 14:14:33 2015 +0300

    feedback form styling

commit 502c2af26a67eaa4d4552cf27494a1196ae7ae0e
Author: Anna Ladoshkina <webdev@foralien.com>
Date:   Fri Mar 20 09:21:39 2015 +0300

    Sync with Leyka-test current state

commit b71ca8e950e48ddd1738fe3e70191f4f08933610
Author: Anna Ladoshkina <webdev@foralien.com>
Date:   Fri Mar 20 09:11:04 2015 +0300

    Squashed commit of the following:

    commit d7f886251c10696384dbed46fd5ba94f74258b1f
    Merge: ad897b4 d52e664
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Thu Mar 19 18:17:44 2015 +0300

        Merge remote-tracking branch 'origin/dev' into dev

        Conflicts:
        	lang/leyka-ru_RU.mo
        	lang/leyka-ru_RU.po
        	lang/leyka.pot

    commit ad897b4997afcdea4aa18269105024f376160e12
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Thu Mar 19 18:16:12 2015 +0300

        New: added new permissions system (2 new roles + a number of leyka capabilities).
        Fix: small fixes in campaigns target reaching.
        Fix: small code improvements.

    commit d52e66403506d65217caa5501abc5b93a8749076
    Merge: 186b1c2 277fd83
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Wed Mar 18 20:32:30 2015 +0400

        Merge remote-tracking branch 'origin/dev' into dev

        Conflicts:
        	inc/leyka-functions.php

    commit 186b1c2a6c6c87e92bcd832b48efa81e6408a398
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Wed Mar 18 20:30:03 2015 +0400

        Fix: infinite pages creation bug is ready for testing.
        Fix: small code improvements.

    commit 277fd83b3e7285972a0caabebe406346b2575e40
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Tue Mar 17 17:17:44 2015 +0300

        New: added Yandex ShopArticleId parameter.
        New: added donation status column in Donations history metabox.

    commit 1b55f68652d677d5affc1651255910282d306d29
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Fri Mar 13 14:10:50 2015 +0300

        Fix: some refactoring in donation and campaign PT registering on plugin init.
        Fix: now Leyka is, presumably, PHP 5.2 compatible.

    commit 71ca590452aaa2023525b8c330fd499434740fff
    Merge: 79eb30e 3c61cc9
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Fri Mar 13 12:53:51 2015 +0300

        Merge remote-tracking branch 'origin/dev' into dev

    commit 79eb30e45e8e19916ad511721bb9f62f2e8c87d8
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Fri Mar 13 12:53:29 2015 +0300

        Fix: another lang additions.
        Fix: small bugs in donations list widget and some shortcode.
        Fix: WordPress SEO by Yoast' functions are removed for donations PT.

    commit 3c61cc90dd8538a54f9be69a5ee47a26681ddd09
    Merge: 5fc16e0 1fa9099
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Thu Mar 12 15:08:18 2015 +0400

        Merge remote-tracking branch 'origin/dev' into dev

        Conflicts:
        	inc/leyka-admin.php
        	inc/leyka-shortcodes.php
        	inc/leyka-widgets.php
        	lang/leyka-ru_RU.mo
        	lang/leyka-ru_RU.po

    commit 5fc16e0a32f2af48686e5452078f9d90203db1aa
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Thu Mar 12 15:04:21 2015 +0400

        Fix: notice in donations list widget.
        Fix: feedback page translation complete.
        Fix: donations PT is excluded from Yoast WordPress SEO options.
        Fix: lots of small fixes.

    commit 1fa909959edb93654c86c24faa481ea0399eeadf
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Wed Mar 11 12:29:04 2015 +0300

        Fix: wrong thank-you-email text for a correctional donation.

    commit eff5d5247d6e0f7b65d8a15bb15d31e803c3e18d
    Merge: 03614f7 ca100a0
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Wed Mar 11 10:09:25 2015 +0300

        Merge remote-tracking branch 'origin/dev' into dev

    commit 03614f7f5b3988870d0095f8750a4de7b28bdc6a
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Wed Mar 11 10:08:20 2015 +0300

        New: feedback form is ready to markup.

    commit ca100a0dbdfc07daf671f0baf65c383e190ddea5
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Fri Mar 6 13:04:18 2015 +0400

        Fix: donations history metabox in campaigns editing page is stable now.
        Fix: adding/editing correctional donations.

    commit bedb936d3873a1ebd436e5d945b21dc542422981
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Mon Mar 2 18:32:52 2015 +0400

        Fix: polylang warning localization.

    commit 34c3bc43ec8abd08ebf9cb2b942e250669dfa45f
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Mon Mar 2 18:22:22 2015 +0400

        Small fix in Robokassa for v.2.2.3 release.

    commit 061ea7a618e5870af21da7cc30d4e236803fe513
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Mon Mar 2 13:53:08 2015 +0400

        Ver. 2.2.3 is ready for pre-release testing.

    commit 80f4590491c651d13cccaca11e1b854174148df6
    Merge: a3f727a 312cbd2
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Mon Mar 2 13:09:31 2015 +0400

        Merge branch 'dev'

        Conflicts:
        	README.md

    commit 312cbd2d3ea069e79929d30503053809b4a12df8
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Mon Mar 2 13:05:29 2015 +0400

        New: Robokassa is complete and ready for pre-release testing.
        Fixed: Robokassa PM settings names.

    commit 075e401683b4c107e249079636861fd658c8c712
    Author: Ahaenor <ahaenor@gmail.com>
    Date:   Fri Feb 27 14:18:54 2015 +0400

        Fixed: Robokassa PM settings names.

    commit c93826a9ba8ef8f009f1830a3ad4b7df384d551b
    Author: Anna Ladoshkina <webdev@foralien.com>
    Date:   Wed Feb 25 21:39:13 2015 +0300

        Correct event labeling for toggles/radios template

    commit 2bc8aa953916c52793bb5758d239ad5aa5ed9fbd
    Author: Anna Ladoshkina <webdev@foralien.com>
    Date:   Wed Feb 25 20:50:12 2015 +0300

        Squashed commit of the following:

        commit 114b49c0225787160fc50223f9f2c63dbd30b28d
        Author: Anna Ladoshkina <webdev@foralien.com>
        Date:   Wed Feb 25 20:48:51 2015 +0300

            LAtest changes from leyka-test + GA events

    commit a3f727ae92b56ea1a084c6c8bc31e84599c4fc1b
    Author: Anna Ladoshkina <webdev@foralien.com>
    Date:   Wed Feb 11 09:19:06 2015 +0300

        Readme update

    commit 4764ea31501818c316d8138da1cd91b5974e4529
    Author: Anna Ladoshkina <webdev@foralien.com>
    Date:   Wed Feb 11 01:12:32 2015 +0300

        readme update

    commit 99b602df5648641c32611c064034802a324e8a29
    Author: Anna Ladoshkina <webdev@foralien.com>
    Date:   Wed Feb 11 01:10:54 2015 +0300

        Screenshots in readme

commit 114b49c0225787160fc50223f9f2c63dbd30b28d
Author: Anna Ladoshkina <webdev@foralien.com>
Date:   Wed Feb 25 20:48:51 2015 +0300

    LAtest changes from leyka-test + GA events
",,,,,,12_may_2021_mp_not_refactor_commits
2factorauth/twofactorauth,f13f8b232908690808a9d345e285c20e707730ac,"Update Beam name & logo (#2623)

* Beam site name change

* Added mixer logo

* Delete mixer.png

* Add mixer

* Delete beam.png

Site name/logo change

* Update Mixer logo

moved to be in correct order

* add doc link

* cleanup whitespace
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,68fda5704343b658e5c9b1eb00e640e5f0af2676,"Remove usage of SequencedWorkerPool::GetNamedSequenceToken from DictionaryDataStore.

SequencedWorkerPool is being deprecated in favor of TaskScheduler.

BUG=667892

Review-Url: https://codereview.chromium.org/2885933002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#474709}
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,ece9c5729f55509bbe9d50d2c850f328eea48fda,"Updated ResetPose logic for GVR devices

Old call was deprecated and new one should only be used with Cardboard devices

BUG=389343

Review-Url: https://codereview.chromium.org/2473903002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#429480}
",,,,,,12_may_2021_mp_not_refactor_commits
richardbeare/ITK,39e981d7896daefdf0ede4a6767918372947a11b,"COMP: Bad CMake warning

EXCLUDE_FROM_ALL$ is deprecated, please use EXCLUDE_FROM_DEFAULT$.
should read
EXCLUDE_FROM_ALL is deprecated, please use EXCLUDE_FROM_DEFAULT.

Change-Id: Ib148abf0b994141db5fbb92adfdc22c43ed40cbb
",,,,,,12_may_2021_mp_not_refactor_commits
snozbot/fungus,b5ea08a4d242a8b2c78862ff13b91fe967c19fff,"Choose command that acts like a Switch statement #80

Deprecated old Choose & AddOption commands.
Replaced Choose command with ChooseOption (uses command name Choose
though).
Option command can be hidden once visited, or hidden by evaluating a
variable condition.
",,,,,,12_may_2021_mp_not_refactor_commits
chromium/chromium,b1d5bfc25cf5486a576ea993c2d8b579351d7f9f,"When shutting down GPU process due to context lost, do it immediately.

Do it in an atomic way rather than cleanly releasing resources, etc.

The latter has been the source of many hangs and crashes. It's not
worth the efforts.

When browser process exits, I believe we already shuts down GPU
process atomically.

After this change, the only clean exit for GPU process is the
unsandboxed GPU process that is to collect extra GPU information.
It needs to shut down cleanly to make sure the info collected
has been received by browser process.

BUG=896565,1018233,1027137
TEST=manual
R=1ebccd90c2bc76de65b6f830f2128a91ed69fdfb@chromium.org,bebb08c8c2eff8f32c2eb603b2b1c4827c778be6@chromium.org

Change-Id: I082a06945d261db0fb9a4549859adf1e057212ab
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1949671
Commit-Queue: Zhenyao Mo <655bdf1d95ff956cd68886dd9e86ee5e987c9dbb@chromium.org>
Reviewed-by: Sunny Sachanandani <bebb08c8c2eff8f32c2eb603b2b1c4827c778be6@chromium.org>
Reviewed-by: Kenneth Russell <1ebccd90c2bc76de65b6f830f2128a91ed69fdfb@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#721319}
",,,,,,12_may_2021_mp_not_refactor_commits
reviewboard/reviewboard,522655a005a103e88fc1f2a1b3c10f1025e5e5b8,"Fix margins on the change description summary field in changedesc entries.

The recent CSS cleanup introduced a few small regressions, one of which was the
margins on the ""Change Summary"" field in change description entries on the
review request page. This change fixes those up.

Testing done:
Published an update including a summary, and saw that the layout looked the
same as similar multiline text fields within the review request box.

Reviewed at https://reviews.reviewboard.org/r/8499/
",,,,,,12_may_2021_mp_not_refactor_commits
andyholmes/gnome-shell-extension-gsconnect,6f4fb239642707e3226dc0139e2fa89af1cafe4e,"New Crowdin translations (#540)

* New translations org.gnome.Shell.Extensions.GSConnect.pot (Belarusian)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Catalan)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Czech)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Estonian)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (French)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Galician)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (German)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Italian)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Lithuanian)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Polish)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Russian)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Spanish)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Turkish)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Ukrainian)
* New translations org.gnome.Shell.Extensions.GSConnect.pot (Galician)",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,fee3e1cbd6cd74925286a571b567ec18728818a7,"ASoC: Intel: bytcr_rt5651: Add quirk for PoV TAB-P1006W-232 (v1.0) tablet

Add a DMI quirk for the Point of View TAB-P1006W-232 (v1.0) tablet, this
tablet is special in a number of ways:

1) It uses the 2nd GPIO resource in the ACPI tables for jack-detect rather
then using the rt5651 codec's builtin jack-detect functionality

2) It uses the 3th GPIO resource in the ACPI tables to control the
external amplifier rather then the usual first non GpioInt resource and
the GPIO is active-low.

3) It is a BYTCR device, without a CHAN package and it uses SSP0-AIF1
rather then the default SSP0-AIF2.

4) Its internal mic is a digital mic (the first x86 rt5651 device that
I'm aware of which does this), combined with having its headset-mic
connected to IN2.

Acked-by: Pierre-Louis Bossart <96763a6a2df29d49945016061de78f7ac9cbfcc5@linux.intel.com>
Signed-off-by: Hans de Goede <9fa1be1a5b5729e4c6b404f34c9ce49ff4882fd8@redhat.com>
Signed-off-by: Mark Brown <b51b9a92386687a9ac927cebfa0f978adeb8cea5@kernel.org>
",,,,,,12_may_2021_mp_not_refactor_commits
chromium/chromium,acc1537519d108d6610facc3405d62fd514472e1,"Remove obsolete cleanup comment.

The cleanup was already done in https://codereview.chromium.org/92903003
but the associated comment wasn't removed. Also fix a comment typo I
spotted in the original CL.

Bug: 290992
Change-Id: I27fdd333169234f3ac2816f96bda2c94d0bb21f2
Reviewed-on: https://chromium-review.googlesource.com/1252162
Reviewed-by: Changwan Ryu <b0298b5ee94c5e8100d35574856508be61ef2563@chromium.org>
Commit-Queue: Richard Coles <719a14a854c1cf4cb2e457bcfa9a04e9ebf5f5c0@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#595165}",,,,,,12_may_2021_mp_not_refactor_commits
apache/incubator-groovy,4e4d6e8507920c0424a83c5fc9ec188bf59557ae,"* moved JSR antlr parser into groovy-core

* currently these things are broken

 - you have to run 'maven clean generate rebuild' in groovy-core  (note the generate goal)

 - The groovy sources (e.g. Console) need to be migrated to JSR syntax
 - The groovy tests need to be moved to testold
 - The JSR tests need to be moved from testnew to test

 - oh and James, LITERAL_def in AntlrParserPlugin is getting ahead of itself


git-svn-id: aa43ce4553b005588bb3cc6c16966320b011facb@1916 a5544e8c-8a19-0410-ba12-f9af4593a198
",,,,,,12_may_2021_mp_not_refactor_commits
