repo_name,commit,message,Is_Core_Bug,Is_Corrective,Justification,Certain,Comment,Sampling
chromium/chromium,d17bd6e27fa4e2b488b5b1d43ad4b9359468e4ca,"Allow Real Time Url Checks for Enhanced Protection

Real time url checks are currently allowed for MBB
users. Real time url checks with tokens are allowed
for only users with MBB and sync enabled. Now, users
will only have to enabled enhanced protection to get
real time url check with or without tokens.

Bug: 1059994
Change-Id: I470ed7396dbc16fa95ebb3d44699f41f0c0e09c5
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2095917
Commit-Queue: Bettina Dea <d4f4e5d4490c8abc0438890d26af1d8848276b41@chromium.org>
Reviewed-by: Daniel Rubery <669c4a0d80114c1cf702df408d1c1e77f5adc601@chromium.org>
Reviewed-by: Xinghui Lu <852935c89bd9b11f29ed13fe7b8f9b6485b5bbbe@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#749002}
",,,,,,12_may_2021_mp_not_corrective_commits
qtproject/qtqa-gerrit,51284e66aa6699a5ddf82f70e15452582aa98615,"Fix example for getting group details via REST

The example still shows the old MemberInfo entity, but we are now using
AccountInfo instead.

Change-Id: Idbf26e988c9e068beeeb81522ac80463cf984bb1
Signed-off-by: Edwin Kempin <b444e279ad95fdef4fbdd82c813b624595df204a@sap.com>
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,b025e82307a8490501bb030266cd955c391abcb7,"[AF] Don't simplify/dedupe suggestions for (partially) filled sections.

Since Autofill does not fill field by field anymore, this simplifying
and deduping of suggestions is not useful anymore.

Bug: 858820
Cq-Include-Trybots: luci.chromium.try:ios-simulator-full-configs;master.tryserver.chromium.mac:ios-simulator-cronet
Change-Id: I36f7cfe425a0bdbf5ba7503a3d96773b405cc19b
Reviewed-on: https://chromium-review.googlesource.com/1128255
Reviewed-by: Roger McFarlane <22dde2ad5b7829d741ae0ae9a385d1b7cc5ce8ab@chromium.org>
Commit-Queue: Sebastien Seguin-Gagnon <d1e7ff227ab780792983339aa38f8f32a70d55ff@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#573315}",,,,,,12_may_2021_mp_not_corrective_commits
chromium/chromium,8d8ed5e4ed5c9bae4d7d2bb75a8ffea371248215,"Don't kill other channels on force uninstall

When force uninstalling, filter chrome/nacl processes to kill by path
prefix so other channels' instances are not killed.

Bug: 812898
Change-Id: I7b1d19d3cc86d7847550efb9750b8cf98eb800b8
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2083865
Auto-Submit: Michael Li <7dc323445551706bb05899708ec04f2c1dc91b31@microsoft.com>
Commit-Queue: Greg Thompson <86c4eaf8e590e0495fff5f7a951634c1c39fe3d5@chromium.org>
Reviewed-by: Greg Thompson <86c4eaf8e590e0495fff5f7a951634c1c39fe3d5@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#753034}
",,,,,,12_may_2021_mp_not_corrective_commits
snapcore/snapd,fba1ce68cf9c7adb0e5c58b62691e252573bf7b3,"Fixes according to code review

* add slash suffix to valid paths
* change logic of ""invalidDeviceForUdev"" method, now ""validDeviceForUdev"": valid paths (at this point only /dev/ is valid) will be checked
",,,,,,12_may_2021_mp_not_corrective_commits
ganeti/ganeti,490bec02f31df658fa47535686468085b21ba782,"Explicitly terminate some make rules

Generic rules like:

  %: %.in

have the downside that the source (%.in) itself matches the target
(via %.in: %.in.in). This leads to things like:

  Looking for a rule with intermediate file `doc/examples/hooks/ipsec.in.in'.
   Trying pattern rule with stem `ipsec.in.in'.
   Trying implicit prerequisite `doc/examples/hooks/ipsec.in.in.in'.
   Trying pattern rule with stem `ipsec.in.in'.
   Trying implicit prerequisite `doc/examples/hooks/ipsec.in.in.in'.
   Looking for a rule with intermediate file `doc/examples/hooks/ipsec.in.in.in'.
  Rejecting impossible implicit prerequisite `doc/examples/hooks/ipsec.in.in'.

To fix this, we need to tell make that such rules are terminating, so
that it doesn't recurse into them.

Signed-off-by: Iustin Pop <acf83a5274f31a43af6b914614365999469c1a31@google.com>
Reviewed-by: Guido Trotter <f62ca4d5358bdaeef0e50e57f9f7e231de63727e@google.com>
",,,,,,12_may_2021_mp_not_corrective_commits
andes/plex,2018df65f7cf879dae365bb5fced2654948669fa,"chore(release): 6.15.2 [skip ci]

## [6.15.2](https://github.com/andes/plex/compare/v6.15.1...v6.15.2) (2020-09-09)

### Bug Fixes

* **plex-button:** validadcion con enter ([0b14fc5](https://github.com/andes/plex/commit/0b14fc507a15b42d597bd5fb92c69424d40402ca))
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,c6d0baf1fdbe32594e6e8bf6870f3951d3cf6415,"drm/msm: wait_for_completion_timeout return is never negative

wait_for_completion_timeout returns >= 0 but never
negative  - so the error check should be against equality
to 0 not <= 0.

Signed-off-by: Nicholas Mc Guire <1f1947151fff46847c7ab253c8b8ee2fc7e63b14@osadl.org>
Signed-off-by: Rob Clark <915c10c999604870200b6defbe633d857c856ca0@gmail.com>
",,,,,,12_may_2021_mp_not_corrective_commits
colinsc/koha,02755f6c551d6b8d6d104b7cb27d99f6dbf999bc,"Bug 8660: Tag status does not show on multiple tag add

Signed-off-by: Owen Leonard <9116c67f61a8025cb8cf35425d522a2ad0f46d71@myacpl.org>
Passed-QA-by: Paul Poulain <eedb72edbb44448b1f14f12416a76acfd5e52f95@biblibre.com>
Passed-QA-by: Jonathan Druart <90effa772b5c8a7a3420e6b7ea56e265888c5743@biblibre.com>
Signed-off-by: Jared Camins-Esakov <9d46e7279315265164da8c55a0f85bf9cb5995a3@cpbibliography.com>
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,656984b59cfc3099d7aa51324ce67bce078c5ec4,"Switch to a predefined list of SeparateTask CCTs pre-L.

This introduces the concept of a predefined list of
SeparateTaskCCTs that is a direct copy of the Webapp
behavior.  This allows us to send intents to the least
recently used instance and provide the general feeling
of supporting multi tasks in Android versions that did
not fully support them.

BUG=624189

Review-Url: https://codereview.chromium.org/2106233002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#403050}
",,,,,,12_may_2021_mp_not_corrective_commits
facebook/litho,52a3313f85c2387c04dbf219c2c0a2c73c587271,"Refactor logging for GenerateComponentAction

Summary:
Based on: https://www.internalfb.com/intern/diff/D24624765 (https://github.com/facebook/litho/commit/95b9c93aa559342c50efb7d9b17f5613fdb9adf2)/?dest_fbid=1484555615071325&transaction_id=380829026608956

Why: GenerateComponentAction should only be available when the spec is present. Therefore we can remove a bit of error checking logic. This makes the code easier to read.

What: Refactored logging

Reviewed By: Katalune

Differential Revision: D24653584

fbshipit-source-id: 2d1224ad9fdaf0863ebfe2cbe384a552fba14a88
",,,,,,12_may_2021_mp_not_corrective_commits
google/swiftshader,c8bae0b7cd5bd5656733b230978bb25a441be10f,"Refactor HAL to GL format conversions.

Bug 25390254

Change-Id: I434e6d319335be00204eff88f09c98b2dd4f2acc
Reviewed-on: https://swiftshader-review.googlesource.com/4188
Reviewed-by: Alexis Hétu <1c7141772178a7e80858c3db5052b328076f08f4@google.com>
Tested-by: Nicolas Capens <0612353e1fcebbfd4b302d9337447ca0cdfa9122@google.com>
Reviewed-by: Nicolas Capens <0612353e1fcebbfd4b302d9337447ca0cdfa9122@google.com>
",,,,,,12_may_2021_mp_not_corrective_commits
Sylius/SyliusUiBundle,033d07521032a20061b215f426c6a6976c4a994a,"Merge branch '1.0'

* 1.0:
  [Translations] Updated translations from Crowdin
  Adjust coding standard settings
  Manual coding standard fixes
  Coding standard fixes
  Add even more coding standard fixers
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,a1ba58ad06bed1452be605b5c2c01a203adea13e,"Rewrite scoped_array<T> to scoped_ptr<T[]> in chrome.

This is a manual cleanup pass using sed for files which are not built on
Linux.

BUG=171111


Review URL: https://chromiumcodereview.appspot.com/14114006

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@193728 0039d316-1c4b-4281-b951-d872f2087c98
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,ebb9d4347da9b787e195442db24b3f35e32baec7,"Make UI language change work on chromeos.

The left hand side value can't be string literal.

BUG=chromium:137067
TEST=manual


Review URL: https://chromiumcodereview.appspot.com/10442128

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@141632 0039d316-1c4b-4281-b951-d872f2087c98
",,,,,,12_may_2021_mp_not_corrective_commits
goodjoblife/GoodJobShare,cd6d56b09f60ac350efe7b65aac5f9567c50a406,"[公司/職稱頁面] 總覽的資訊圖與總體統計呈現區塊UI (#786)

* summary-block

* average-week-work-time-view

* chart + style

* fix typo

* pass fake data from [comapny && job-title]-page-provider

* bar-chart rwd
",,,,,,12_may_2021_mp_not_corrective_commits
andrewgregory/pacman,e533478e02882170653d79b756ae3d5690d076e9,"fix -Wshadow warnings as reported by gcc 4.4.3

Apparently gcc 4.7 has decided that -Wshadow warnings aren't worth
reporting anymore even with the flag enabled. These were found on
an Ubuntu 10.04 install.

Signed-off-by: Dave Reisner <039ef2e3eb5f1b52facdf6248524cc5fe7bd1087@archlinux.org>
Signed-off-by: Dan McGee <2591e5f46f28d303f9dc027d475a5c60d8dea17a@archlinux.org>
",,,,,,12_may_2021_mp_not_corrective_commits
wagtail/wagtail,a11f7ee015cf51c8b32cbe7ccf76a00a469938cb,"Exclude the error messages from the count of inline panel elements (#4957)

Ref #4304 ; explicitly identify and count inline-panel-child elements as per https://github.com/wagtail/wagtail/pull/4304#discussion_r169149310
",,,,,,12_may_2021_mp_not_corrective_commits
Bitcoin-ABC/bitcoin-abc,9dd5095b93804cbae896c0fa294562a7311f7be2,"Added and fixed up comments in validation.cpp

Summary: Adding comments in validation.cpp helps me.  Hopefully it helps everyone else as well.

Test Plan: N/A

Reviewers: deadalnix, schancel, #bitcoin_abc

Reviewed By: schancel, #bitcoin_abc

Subscribers: teamcity

Differential Revision: https://reviews.bitcoinabc.org/D1182
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,1d1a661da4c8468b3fa6f567b2b1f8cdeafa847a,"of/fdt: fix phys_addr_t related print size warnings

Fix warnings in early_init_dt_reserve_memory_arch when phys_addr_t is
32-bit and memblock is not enabled.

Signed-off-by: Rob Herring <fbb37eacae100e13076d5c4b46f06cfa4d6fa9f8@kernel.org>
Tested-by: Grant Likely <9069e6f5a2b566e2674a0ba1e2bf39c12c195fad@linaro.org>
Tested-by: Stephen Chivers <99629c949166883cbd2ed3d465b890c94f21c6d3@csc.com>
",,,,,,12_may_2021_mp_not_corrective_commits
gem/oq-engine,61127c445c3febe27c0a6656fdad7192dc5d7d8a,"Fixed docstring [skip CI]


Former-commit-id: 38d964da229581f0d630f5b8197d01038ecdc8ac [formerly 4d6f07e2536a73fadd4e0261f2c3f230e4d9310c] [formerly 4d6f07e2536a73fadd4e0261f2c3f230e4d9310c [formerly fd1c0dffdf4c272a3a7892ffdc5f438d97a0a407]]
Former-commit-id: d895493c8d10cbdf562e24dae2b1b680fe46a282
Former-commit-id: a30eb237761f991bd9504f1ed29795cb627f4e3c",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,32a2565d1192ae82cca71741eef1d2d204b89507,"Propagate URLLoader options to WebPackageLoader

- Decide when to call ProceedWithResponse depending on the loader option
  (rather than checking kNetworkService flag), so that the same loader
  code can run for subresource loading too
- Decide when to return SSLInfo back also depending on the loader
  option

Bug: 803774, 803776
Change-Id: I1e5d4bddcfc054339ca4cd4b83068af6c1d0ec24
Reviewed-on: https://chromium-review.googlesource.com/923664
Commit-Queue: Kinuko Yasuda <2d56fe9c63fe1af9c8ce2e42b52fd958eb89bac3@chromium.org>
Reviewed-by: Tsuyoshi Horo <b30c4da323c3597f69ed507e6dae64250298ef5a@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#537598}",,,,,,12_may_2021_mp_not_corrective_commits
kubeflow/katib,0be190ad4076e8ff0eeea7d66746665ba75a365c,"Add more test cases for Generator (#1216)

* Init commit

* Add test to generator for unstructured

* Add test to generator for configmap

* Fix log

* Add comment",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,191c22879fbcfd98a7fe9a51786ef41253b1549b,"powerpc/powernv: Move TCE manupulation code to its own file

Right now we have allocation code in pci-ioda.c and traversing code in
pci.c, let's keep them toghether. However both files are big enough
already so let's move this business to a new file.

While we at it, move the code which links IOMMU table groups to
IOMMU tables as it is not specific to any PNV PHB model.

These puts exported symbols from the new file together.

This fixes several warnings from checkpatch.pl like this:
""WARNING: Prefer 'unsigned int' to bare use of 'unsigned'"".

As this is almost cut-n-paste, there should be no behavioral change.

Reviewed-by: David Gibson <aa743a0aaec8f7d7a1f01442503957f4d7a2d634@gibson.dropbear.id.au>
Signed-off-by: Alexey Kardashevskiy <ac1fc56530d7d037e1ea666f130daca22d72f964@ozlabs.ru>
Signed-off-by: Michael Ellerman <864f124608374e06e4da1fa5d2e47ed839b95411@ellerman.id.au>
",,,,,,12_may_2021_mp_not_corrective_commits
rpm-software-management/libhif,abaf7fbc64f345daf1a4df135c6ac7b1fff9f220,"fixed warning: passing argument 1 of 'hif_packageset_clone' discards 'const' qualifier from pointer target type [-Wdiscarded-qualifiers]

     filterp->matches[0].pset = hif_packageset_clone(pset);
                                                     ^
",,,,,,12_may_2021_mp_not_corrective_commits
Instagram/IGListKit,3c4cd1c33566b527646fdfd90765c6459fef8c7f,"Update RxIGListKit link on Best Practices & FAQ (#1375)

Summary:
## Changes in this pull request
Updated the link to RxIGListKit as the current one points to a dead end. Simple documentation update, no code changes.

Issue fixed: #

### Checklist

- [x] All tests pass. Demo project builds and runs.
- [x] I added tests, an experiment, or detailed why my change isn't tested.
- [x] I added an entry to the `CHANGELOG.md` for any breaking changes, enhancements, or bug fixes.
- [x] I have reviewed the [contributing guide](https://github.com/Instagram/IGListKit/blob/master/.github/CONTRIBUTING.md)
Pull Request resolved: https://github.com/Instagram/IGListKit/pull/1375

Reviewed By: bdotdub

Differential Revision: D18525301

Pulled By: iperry90

fbshipit-source-id: 650c6828b5a9ba256d2aa6b0c1abb27d3de43a8c
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,c6bde958a62b8ca5ee8d2c1fe429aec4ad54efad,"bpf: Lift hashtab key_size limit

Currently key_size of hashtab is limited to MAX_BPF_STACK.
As the key of hashtab can also be a value from a per cpu map it can be
larger than MAX_BPF_STACK.

The use-case for this patch originates to implement allow/disallow
lists for files and file paths. The maximum length of file paths is
defined by PATH_MAX with 4096 chars including nul.
This limit exceeds MAX_BPF_STACK.

Changelog:

v5:
 - Fix cast overflow

v4:
 - Utilize BPF skeleton in tests
 - Rebase

v3:
 - Rebase

v2:
 - Add a test for bpf side

Signed-off-by: Florian Lehner <34c6fceca75e456f25e7e99531e2425c6c1de443@der-flo.net>
Signed-off-by: Alexei Starovoitov <c24c0248770ae98831f8a654310d4c2e07514c61@kernel.org>
Acked-by: John Fastabend <ee461b60978bea1c76b3018c0b89685175b248e2@gmail.com>
Acked-by: Andrii Nakryiko <450886ab958931a1b640c5db7e55f3b50c4bb462@kernel.org>
Link: https://lore.kernel.org/bpf/20201029201442.596690-1-34c6fceca75e456f25e7e99531e2425c6c1de443@der-flo.net
",,,,,,12_may_2021_mp_not_corrective_commits
TEAMMATES/teammates,c30e09f503a96f587848adb8b50ab2809fcacb64,"[#10562][#10520][#10514][#10515][#10513][#10512][#10536] Minor UI fixes (#10567)

* Add icon to add new course button

* Change student list header to a lighter colour

* Remove search bar border for instructor home page

* Tweak layout for instructor student list page

* Improve instructor session result buttons

* Use similar style for search bar

* Update snapshot

* Tweak spacing in report configuration
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,1fe797e67fb07d605b82300934d0de67068a0aca,"md: rationalize raid5 function names

From: Dan Williams <24ee2bf0bd8ac766c348bf1f0639943bac1535c6@intel.com>

Commit a4456856 refactored some of the deep code paths in raid5.c into separate
functions.  The names chosen at the time do not consistently indicate what is
going to happen to the stripe.  So, update the names, and since a stripe is a
cache element use cache semantics like fill, dirty, and clean.

(also, fix up the indentation in fetch_block5)

Signed-off-by: Dan Williams <24ee2bf0bd8ac766c348bf1f0639943bac1535c6@intel.com>
Signed-off-by: Neil Brown <1c00aa603bb92d594c03cff60ecf8e63b2a5bcb1@suse.de>
",,,,,,12_may_2021_mp_not_corrective_commits
decidim/decidim,476571e5b6d5fc430a02335e04319610fecd2e20,"Apply simplified design for activity cards for the home page, and Timeline and Activity Tab (#5848)

* Activity cards

* New Crowdin translations (#5761)

* New translations en.yml (French)

* New translations en.yml (Hungarian)

* New translations en.yml (Hungarian)

* Apply simplified design for activity cards for the home page, and Timeline and Activity tabs

* Change rspec tests on comment_activity_cell and proposal_activity_cell to check if card__content exists instead of card-data css class and add description into activity card

* Change rspec tests on comment_activity_cell and proposal_activity_cell to check if card__content exists instead of card-data css class and add description into activity card

* Fix text label on decidim-app_design

* Remove changelog lines

Co-authored-by: Javier Usobiaga <828c1a17681e8566a17a1a4801ea67306010b273@swwweet.com>
Co-authored-by: decidim-bot <2b262829097a92952b4ecd34b2103cb09d19471d@users.noreply.github.com>",,,,,,12_may_2021_mp_not_corrective_commits
genome/genome,68675e14d91ed84df5f74841174e9f15d6a2fcae,"SeparatedValueWriter dies instead of returning undef

Otherwise if you are writing, you would have to check the
error messages to know whether you were successful or not
",,,,,,12_may_2021_mp_not_corrective_commits
GoogleCloudPlatform/nodejs-docs-samples,70d9b39134f9963fdcf3628c5d1b3687469faacd,"Move GCF samples from docs into Github (#604)

* Add inline samples

* Add getSignedUrl sample

* Update tips region tags

* Add retry samples

* Fix comments

* Add cached client library instance sample

* Move existing + add new conceptual samples

* Add conceptual samples, round 3

* Address comments

* Address comments, round 2

* Add unit test for concepts samples

* Clarify comments

* Fix lint

* Make comments consistent

* Fix failing + add new tests

* Don't run debug tests

* Increment Node version
",,,,,,12_may_2021_mp_not_corrective_commits
guix-mirror/guix,13cba9b9df34366e3e252a71e1acf183ec30b9e3,"gnu: python-clyent: Fix typo in description.

* gnu/packages/python-xyz.scm (python-clyent)[description]: Fix a typo.

Signed-off-by: Tobias Geerinckx-Rice <b1c1d8736f20db3fb6c1c66bb1455ed43909f0d8@tobias.gr>
",,,,,,12_may_2021_mp_not_corrective_commits
symfony/symfony,a42cf1bc0cf9ae91e5ae4857413c24f66493e9a5,"feature #21705 [Bridge/Monolog] Enhance the Console Handler (lyrixx)

This PR was merged into the 3.3-dev branch.

Discussion
----------

[Bridge/Monolog] Enhance the Console Handler

| Q             | A
| ------------- | ---
| Branch?       | master
| Bug fix?      | no
| New feature?  | yes
| BC breaks?    | no
| Deprecations? | yes
| Tests pass?   | -
| Fixed tickets | -
| License       | MIT
| Doc PR        | -

---

I extracted and enhanced the formatting logic from #21080.
Basically, The formatter now use the VarDumper & use more significant colors and has a more compact / readable format (IMHO).

---

I used the following code to generate before/after screenshots.

```php
    protected function execute(InputInterface $input, OutputInterface $output)
    {
        $logger = $this->getContainer()->get('logger');
        $filesystem = $this->getContainer()->get('filesystem');

        $anObject = new \stdClass;
        $anObject->firstPpt = 'foo';
        $anObject->secondePpt = 'bar';

        $logger->log('notice', 'Hello {who}', [
            'who' => 'Wold',
            'an_object' => $anObject,
            'file_system' => $filesystem,
        ]);

        $r = new \ReflectionClass(LogLevel::class);
        foreach ($r->getConstants() as $level) {
            $logger = $logger->withName($level);
            $logger->log($level, 'log at level {level}', [
                'level' => $level,
            ]);
        }
    }
```

before:

![screenshot12](https://cloud.githubusercontent.com/assets/408368/23183075/0bb21f80-f87b-11e6-8123-f6da70f2493b.png)

After:

![screenshot11](https://cloud.githubusercontent.com/assets/408368/23182971/b4022ed8-f87a-11e6-9d3b-de1a9d4ce9aa.png)

Commits
-------

b663ab5246 [Bridge/Monolog] Enhanced the Console Handler
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,6c8530993e1fdf1d6af0403e796fe14d80b4b097,"sunrpc: fix build-time warning

Fix auth_gss printk format warning:

net/sunrpc/auth_gss/auth_gss.c:660: warning: format '%ld' expects type 'long int', but argument 3 has type 'ssize_t'

Signed-off-by: Randy Dunlap <e1d10faa7e2a0c027bf1ff1d20e7fd10154be7ea@oracle.com>
Acked-by: Jeff Layton <4376fbf8623cd7b7c0232225289bb91cedc0a27f@redhat.com>
Signed-off-by: Trond Myklebust <6a1f9db795c9fc44be97d66ab114c53193bd3d13@netapp.com>
",,,,,,12_may_2021_mp_not_corrective_commits
dslutz/qemu,34dde13685ebc2c07923f32ad69e40b27c0e0bb4,"pc: make pc_dimm_plug() more readble

split addr initialization from declaration so that
later when new local vars are added property getter
wouldn't drift off of error check.

Signed-off-by: Igor Mammedov <376726f239c919d31d97c9332191663ab16d47b5@redhat.com>
Reviewed-by: Michael S. Tsirkin <255103e50249e3d658441816e0597170ebfc16ef@redhat.com>
Signed-off-by: Michael S. Tsirkin <255103e50249e3d658441816e0597170ebfc16ef@redhat.com>
",,,,,,12_may_2021_mp_not_corrective_commits
looker-open-source/sdk-codegen,97deff74b4ad396bfbbe2f18ff310e639de58c95,"Api Explorer: C# SDK declarations (#272)

* Reset ButtonToggle value on route change

* Added C# type/method SDK declarations

- Added tests
- Fixed broken noComment utility method. Adding a getter to a property of a base class in its extension requires adding a setter as well.
- Added DocStrings to all touched files
- Added openapi3-ts as an api-explorer dependency as per ESLint rules

* Optimize noComment",,,,,,12_may_2021_mp_not_corrective_commits
h2oai/h2o-3,b44f2005235ba89a1944173a969c539af163c8b2,"PUBDEV-6823: Add parameter appendix entry for plug_values (#3836)

* PUBDEV-6823: Add parameter appendix entry for plug_values

Parameter appendix entry for plug_values is being added to the H2O-3 documentation.

* Examples added

* Further updates

* Additional example comments

* Further updates

* Minor fix

* minor updates to ordering of commands
",,,,,,12_may_2021_mp_not_corrective_commits
nextcloud/spreed,333bdd17ffa398719cd2b2ec5c3a03ede4e66873,"Unregister handlers when analyzers are no longer needed

This fixes some events being still handled by the analyzers after they
were destroyed.

Signed-off-by: Daniel Calviño Sánchez <bd7629e975cc0e00ea7cda4ab6a120f2ee42ac1b@gmail.com>
",,,,,,12_may_2021_mp_not_corrective_commits
servo/webrender,81d03c6ba24b30a61459b051f60204cdecffdd4e,"Bug 1614655 - Part 2: Allow 1:n mapping of Gecko - WR display items r=jrmuizel

This patch changes the underlying storage for WR display items in DisplayItemCache
from Vec<Option<CachedDisplayItem> to Vec<Vec<CachedDisplayItem>>.
This allows storing multiple WebRender display items for one Gecko display item.

The storage is populated by traversing BuiltDisplayList extra data portion
in display list format, which is roughly as follows:
RetainedItems(key k1)
Item1(..)
RetainedItems(key k2)
ItemN(..)
ItemN+1(..)

This would store Item1 under key k1, and ItemN and ItemN+1 under the key k2,
where k1 and k2 are arbitrary unique identifiers (currently of type uint16_t).

The entries in the storage are accessed by DisplayItemCache::get_iterator(key),
which is called by BuiltDisplayListIter, whenever it encounters a display item
DisplayItem::ReuseItems(key).

Differential Revision: https://phabricator.services.mozilla.com/D66443

[ghsync] From https://hg.mozilla.org/mozilla-central/rev/aaed31bbe8f4e0a8892e632633c27033549eaf33
",,,,,,12_may_2021_mp_not_corrective_commits
alphagov/digitalmarketplace-api,f1ebae1b89db92b307021e502426de1b5bd6bf6a,"Consolidate migration script, and testing error messages

Three migration scripts merged into one (that was then renamed),
Unit tests that return '400's now check they're getting the
right error messages.
Also removed a few TODOs in the import_suppliers.py script,
and id-checking in 'suppliers/' PUT route using a util methed,
but these are small efficiencies that don't impact functionality.
",,,,,,12_may_2021_mp_not_corrective_commits
openstack/nova,35c4962c0b97bae5b8751d316d5822fe22c1ab6a,"use file instead of tap for non-blockdevice images on Xen

In nova/virt/libvirt/utils.py the method pick_disk_driver_name() returns
""tap"" for non-blockdevices on Xen. This leads to an exception on the
xend service. The returned driver name should be ""file"" instead of
""tap"".

fixes bug 1084618

Change-Id: Ib87f18f56afb3c5f34c30e9aea605dad24a36cdf
",,,,,,12_may_2021_mp_not_corrective_commits
coreboot/coreboot,e4fc407e3f6f3975e6abe2a7b4b9f907bcba2af5,"lint: Move the lint script out of Makefile.inc

In preparation for adding junit xml to the lint tests, move the
script out of Makefile.inc and into its own file.

Add a copyright, usage, and error checking that was not needed
inside the Makefile.

Change-Id: I32bebc6a5f1f6fa652812c8a014d84006e2e6c8a
Signed-off-by: Martin Roth <79230511ccf79da3f7e9e82dbcc9c1ec2f734fa0@google.com>
Reviewed-on: http://review.coreboot.org/11890
Tested-by: build bot (Jenkins)
Reviewed-by: Patrick Georgi <bc411205f21846a74924ee7b489c75617ec76078@google.com>
",,,,,,12_may_2021_mp_not_corrective_commits
apache/jmeter,a26c736535d5883d23bcd0262adb891876485329,"Fix javadocs

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1765865 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 6efb85ba5b7d61bf70ac2211815239566a9661bb",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,7a955d2eaaa66336268b5e91118cd812dc28664d,"[DevTools] Only recreate DevToolsFrontendHost if the frame has changed

We used to recreate DevToolsFrontendHost on any navigation and rely
on the fact that destroying old instance does not cleanup in the
renderer. This has changed with migration to mojo, where we do
properly cleanup.

Bug: 776009, 778525
Change-Id: I23c8a9d959e92eae394ac5029a0ac1b160363654
Reviewed-on: https://chromium-review.googlesource.com/740087
Commit-Queue: Dmitry Gozman <0ca14b32cbb359a30ac562af27dd84cc2813eacb@chromium.org>
Commit-Queue: Andrey Kosyakov <03b08926e49d80331ab322c2b9e0332109fbfd39@chromium.org>
Reviewed-by: Andrey Kosyakov <03b08926e49d80331ab322c2b9e0332109fbfd39@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#511988}",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,1235ace2707eccd944989d8a234ed7c37d51b45f,"[MIPS] Do not use hash-style gnu for MIPS architecture

Hashstyle gnu has been forced for monochrome here:
https://chromium-review.googlesource.com/c/chromium/src/+/909711
but that cannot be used for MIPS since it is not supported.

Bug: 811306
Change-Id: I241623d5f9013902b0afd0cd1d468da01eba5d1d
Reviewed-on: https://chromium-review.googlesource.com/913949
Reviewed-by: agrieve <f5a68dd3fb158cd420e05ca279f52a686c662bee@chromium.org>
Commit-Queue: agrieve <f5a68dd3fb158cd420e05ca279f52a686c662bee@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#536119}",,,,,,12_may_2021_mp_not_corrective_commits
kjambunathan/org-mode-ox-odt,0dd10f5d9743a02aa504155a6f8be14b9c587d44,"org-odt.el: Format date strings in meta.xml using portable means

* contrib/lisp/org-odt.el (org-odt-format-date): %:z format
specifier of `format-time-string' is not portable.  Replace it
with an equivalent implementation using %z specifier.

Thanks to Anton Tarasenko for reporting this bug and verifying
this fix.  See
http://lists.gnu.org/archive/html/emacs-orgmode/2011-09/msg00099.html
",,,,,,12_may_2021_mp_not_corrective_commits
