repo_name,commit,subject,message_without_subject,Is_Summary,Is_Generic,Comment,Certain,Sampling,Labler,,,,,,Is_Summary,Is_Generic,Comment,Certain,Sampling,Labler
zephyrproject-rtos/zephyr,f10cbe5ee9e22126846cfdac05e3ffc268b7c898,"logging: Print 7, 8 or 9 parameter macros properly","

The log prints for 7, 8 and 9 parameters were not properly printed.

Signed-off-by: Jukka Rissanen <f9f077d1da4c7aa947f9864fa5a28c3588f6a45d@linux.intel.com>
",TRUE,FALSE,,,,Leshem,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
CZ-NIC/turris-os,9022ccd275f1e6d047f282d3daca247318fd7b00,ramips: add basics for Poray devices,"

This commit adds the basic elements to support Poray brand routers.
It contains a tool to do the encryption/obfuscation that is used in
Poray routers.

Support for Poray devices was worked on by:

Felix Kaechele <heffer@fedoraproject.org>
Luis Soltero <lsoltero@globalmarinenet.com>
Michel Stempin <michel.stempin@wanadoo.fr>

Signed-off-by: Felix Kaechele <heffer@fedoraproject.org>

git-svn-id: c673a1a018ba15e3442847f58d2337db82164816@37635 3c298f89-4303-0410-b956-a3cf2f4a3e73
",TRUE,FALSE,,,,Leshem,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
Shade-Zepheri/Nougat,5dda6356c713416abc6e97336bbd2c5e1b2f7e32,[Localization] Update base localizations (#32),"

* [Localization] Update Romanian translations

* [Localization] Update Serbian (Cyrillic) translations

* [Localization] Update Dutch translations

* [Localization] Update Dutch translations

* [Localization] Update Norwegian translations

* [Localization] Update Norwegian translations
...",TRUE,FALSE,,,,Leshem,,,,,,TRUE,TRUE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
kwsch/PKHeX,1779420af13f729894c43cfac09fa30a5910d013,"Add gen3 personal info, move object refs","

All PersonalInfo arrays are referenced from PersonalInfo's class instead
of Legal

Fixed a few bugs in the process (species translation, gen switch)
",TRUE,FALSE,,,,Leshem,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
google/llvm-propeller,18408d5e7986fcda4d7ac2e3533a07f7c43a5d72,[CodeGen] Add MMOs to statepoint nodes during SelectionDAG,"

The existing statepoint lowering code does something odd; it adds machine memory operands post instruction selection. This was copied from the stackmap/patchpoint implementation, but appears to be non-idiomatic.

This change is largely NFC. It moves the MMO creation logic into SelectionDAG building. It ends up not quite being NFC because the size of the stack slot is reflected in the MMO. The old code blindly used pointer size for the MMO size, which appears to have always been incorrect for larger values. It just happened nothing actually relied on the MMOs, so it worked out okay.

For context, I'm planning on removing the MOVolatile flag from these in a future commit, and then removing the MOStore flag from deopt spill slots in a separate one. Doing so is motivated by a small test case where we should be able to better schedule spill slots, but don't do so due to a memory use/def implied by the statepoint.

Differential Revision: https://reviews.llvm.org/D59106

llvm-svn: 355953
",TRUE,FALSE,,,,Leshem,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
bitcoinj/bitcoinj,50dd5af0c8661f6d6035c49ff42b9484b9da9d41,Add more javadocs.,"

Delete the wallet integration code - it's good, but we won't ship it in 0.10 as it's not finished.
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
tprrt/linux-stable,300bde79f3d86b1af6fcde7b7b2439ecffccbff4,ARM: dts: add CPU OPP and regulator supply property for exynos4210,"

For Exynos4210 platforms, add CPU operating points and CPU regulator
supply properties for migrating from Exynos specific cpufreq driver
to using generic cpufreq driver.

Cc: Doug Anderson <49983c4a76b998672954ed5edf4a62db4a336502@chromium.org>
Cc: Andreas Faerber <e2dd33448c0d502d92fa832c8b393532a3b3f74b@suse.de>
Cc: Sachin Kamat <1c3b1584a6008857f36c03c58f657c0fc16fc09e@linaro.org>
Cc: Andreas Farber <e2dd33448c0d502d92fa832c8b393532a3b3f74b@suse.de>
Cc: Javier Martinez Canillas <039000e09e601bba70626bd0fbe59654c9cf8cac@collabora.co.uk>
Signed-off-by: Thomas Abraham <d1b8f0fdcf98a613f0a493cb7d77cc13bb1f4fac@samsung.com>
[b.zolnierkie: removed exynos5250 and exynos5420 support for now]
Signed-off-by: Bartlomiej Zolnierkiewicz <24970bf3d8506c473367e9292a8e5eb43a40bda0@samsung.com>
[k.kozlowski: Rebased, moved cpu nodes to alphabetical position]
Signed-off-by: Krzysztof Kozlowski <1a8531307367602b8284517edb33d53d54e5ce8e@samsung.com>
Signed-off-by: Kukjin Kim <025cfe326dd94d6c85bc39050c0efed47f247d2a@kernel.org>
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
GNOME/grilo-plugins,ac1835687edd32cf1da5eb7c05974503a9c2009f,test: Add two test cases to thegamesdb,"

Add thumbnail tests for:
- Kirby's Dream Land on Game boy
- Sonic th Hedgehog on Master System

https://bugzilla.gnome.org/show_bug.cgi?id=766678
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
systemd/systemd-stable,6e3136b209679d88c4347ce2f6d5e22c031e4d3e,shared/install: fix DefaultInstance expansion in %i,"

We should substitute DefaultInstance if the instance is not specified.

Test case:
[Install]
DefaultInstance=bond1
WantedBy= foobar-i-%i.device

$ systemctl --root=/ enable testing4@.service
Created symlink /etc/systemd/system/foobar-i-bond1.device.wants/testing4@bond1.service
 → /etc/systemd/system/testing4@.service.
(before, the symlink would be created as
/etc/systemd/system/foobar-i-.device.wants/testing4@bond1.service)

Fixes #4411.
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
dart-lang/sdk,eeb903499d72dfab73397606314c0755791445e2,Test more for-each downward inference corner cases.,"

Note that the annotation ""/*@target=C::aField*/"" is duplicated in the
test due to #31790.

Change-Id: Ie3cf2dea7efb9ae46310ee069a588feb37855201
Reviewed-on: https://dart-review.googlesource.com/32862
Reviewed-by: Konstantin Shcheglov <09e4d7516628963212bf4aace2f97603d2b706e4@google.com>
Commit-Queue: Paul Berry <72d414e3a99fb120308437779d51667bcc0984eb@google.com>
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
openstack/rally,703da6c6375db7b7ee6ba9d5bc498271d10223e2,Add name() to ResourceManager,"

This will allow us to perform cleanup based on the name.

Change-Id: I400fa73743367f075f7fd4cb1ff0a254a38c6785
Implements: blueprint cleanup-refactoring
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
tprrt/linux-stable,b11ffdc538be3f817aa79768420ecc396f65c695,net: mvpp2: cls: Move C2 read/write helpers around,"

Move C2 read/write helpers higher in the file to ease future work that
rely on these helpers

Signed-off-by: Maxime Chevallier <4d075fc8e96710be3ebe6e88a3241012ff91e096@bootlin.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
chromium/chromium,ab23393d7d6b09562a0abc60b6f727060a3d5d26,[iOS] Consolidate sizes in favicon loader,"

The request to the Google server for favicons now uses the size in
pixels as the API requires.
Bookmarks now request the icons in points an the logic to get the pixel
size is consolidated in favicon_loader. Previously it was requesting in
pixels, so the image retrieved had the right size, but the call
subsequent call to FaviconForUrl would multiply again the size and
scale .

Change-Id: I59c0deacd173f9433d14a8ff3446ac7bed857d56
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1535885
Commit-Queue: Javier Ernesto Flores Robles <1bdfa27212cc321f950fafb6ef91d6e87f0bdd56@chromium.org>
Reviewed-by: Sergio Collazos <f0832025030dda7e79f9f55af48aed0ae68635cb@chromium.org>
Reviewed-by: edchin <356d0f6616a794c32c1c41860a7add0083666ffc@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#645231}",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
Skyscanner/backpack,7720d9c8c187a8d4b3b7449ae3108ec2dff22b4c,Merge branch 'forms-tokens' into 'master',"

BPK-62 - Tokenised form mixins

https://gojira.skyscanner.net/browse/BPK-62

See merge request !66",,,,,,,,,,,,FALSE,TRUE,merge,TRUE,comsum_random_batch_9_july_2021,
gem/oq-engine,210b133d12916894c5027af2b92e2893a4a327c4,Fixed a merge error,"


Former-commit-id: 1f7343eac4259618b92cb445220c9dfa50d6e721 [formerly a05eb1ef11ccac047ee262b6d6e4a516138d91bc]
Former-commit-id: ff9fa9f49fedc10ff3c6ba3ce2c831f079a9d556",,,,,,,,,,,,FALSE,FALSE,message is by reference,TRUE,comsum_random_batch_9_july_2021,Idan
grivet/dpdk,5a8bb6e9020fa336d00171f72077f814088be0f0,vhost: claim to support any layout feature,"

The VIRTIO_F_ANY_LAYOUT feature indicates the device accepts arbitrary
descriptor layouts. The vhost-user lib already supports it, but the
feature declaration is missing. This patch fixes the mismatch.

Signed-off-by: Zhihong Wang <efad9c89b3a8db7900a2572fdee08ebbff3cfc6b@intel.com>
Acked-by: Maxime Coquelin <9a2667dee3b90866bbc9c2696cff2b7d5616c95a@redhat.com>
Acked-by: Yuanhan Liu <5219796f50b7b6a5f4ac3e8f0a0f9501ee64a87c@fridaylinux.org>
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
couchbase/libcouchbase,17c74a784aa1200e28e8c453d8eb59266bca9559,Additional README fixups,"

Fix bad path in cmake/unix example
Fix broken link for LCB doc page

Change-Id: I8ed71d5f3ca2d1fd5df3be19ed80abf9742d9e82
Reviewed-on: http://review.couchbase.org/43646
Reviewed-by: Sergey Avseyev <87f6d5e4fd3644c3c20800cde7fd3ad1569370b3@gmail.com>
Tested-by: Mark Nunberg <e7d42768707bf23038325b0b68d4b577e5f6064a@haskalah.org>
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
mne-tools/mne-python,0d99a0d199a1f7a954003e86974ff88ed28b36d4,[MRG] fix brainvision markers (#5442),"

* read '###' as well as 'S###'. Do not cut whitespace when warning about unparsed mrks

* accept SOR###, adjust docstrings

* adjust tests

* accept any single prefix plus '###' except blacklisted
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
keybase/client,21670bfcce45afb2045aa180644336a2d08408b6,add more debugging to resolution pathway,"

- more debugging to trace when we resolve and what side effects happen
- don't allow caching a 0 UID
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
tprrt/linux-stable,29c78f609e661e663a239a37923adb1d61f6386c,"Partially revert ""drm/i915: tune the RC6 threshold for stability""","

This reverts commit 351aa5666d02062b52329bcfe4bcf9d1f882fba9.

It breaks rc6 on at least one snb machine. Since we don't yet have a
report for ivb let's keep it there for now.

Bugzilla: https://bugs.freedesktop.org/show_bug.cgi?id=71656
Cc: Stéphane Marchesin <e16f69845633a0cf74affe1e5a677caa6296c937@chromium.org>
Cc: c195b508e6f0c57aeafdb5e96947e2b79e6a4b40@vontaene.de
Signed-off-by: Daniel Vetter <c1b6782c4af8f0673da8923a0702a1832e5940f4@ffwll.ch>
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
openstack/cinder,80b14a54710dad659fde3e319f8b0cf0e673acdd,Allow scheduler pool information to be retrieved,"

With pool support added to Cinder, now we are kind of in an awkward
situation where we require admin to input exact location for volumes
to-be managed (imported) or migrated, which must have pool info, but
there is no way to find out what pools are there for backends except
looking at the scheduler log.  That causes bad user experience, and
thus is a bug from UX POV.

This change simply adds a new admin-api extension to allow admin to
fetch all the pool information from scheduler cache (memory), which
closes the gap for end users.

This extension provides two level of pool information: names only or
detailed information:

Pool name only:
GET http://CINDER_API_ENDPOINT/v2/TENANT_ID/scheduler-stats/get_pools

Detailed Pool info:
GET http://CINDER_API_ENDPOINT/v2/TENANT_ID/scheduler-stats/get_pools
\?detail\=True

Closes-bug: #1364279

Change-Id: I445d4e472c83db2f2d8db414de139c87d09f8fda
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
avocado-framework-tests/avocado-misc-tests,443a82707bc738f2d21cf8266723541e11b4d5ec,"Add page migration tests with normal pages,hugepages and thp","

This test validates migration of
a) normal pagesize
b) hugepages
c) hugepages with overcommit
d) transparent hugepages

Signed-off-by: Harish <067593f58491c1a57a54a0dcd26f34c5890837f5@linux.vnet.ibm.com>
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
dart-lang/sdk,25d733144391019d5b1d5e6e4193e24ab435706b,Pass --force-nnbd-checks whenever NNBD experiment is enabled,"

This is a preliminary step before removing the flag completely.

Bug: https://github.com/dart-lang/sdk/issues/40980
Change-Id: Ib2135180aa0f30dd301beaacb842105096f8948c
Reviewed-on: https://dart-review.googlesource.com/c/sdk/+/139289
Reviewed-by: Johnni Winther <0f64ef784d57ffb064b634040f9eeba0d33d0be4@google.com>
Commit-Queue: Dmitry Stefantsov <95a4b7e39916a54bd6477bec6a6de014b977db32@google.com>
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
arenaoftitans/arena-of-titans-api,d8e4c80916330db33eafc6f1dbe3bd7eb5d404e5,feat(api): improve last_action response to ease use in history.js,"

- Refactor code to have only one place where the last_action message is
created.
- Add the player_index property
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
tprrt/linux-stable,44ec95425c1d9dce6e4638c29e4362cfb44814e7,[SCSI] sg: cap reserved_size values at max_sectors,"

This patch (as857) modifies the SG_GET_RESERVED_SIZE and
SG_SET_RESERVED_SIZE ioctls in the sg driver, capping the values at
the device's request_queue's max_sectors value.  This will permit
cdrecord to obtain a legal value for the maximum transfer length,
fixing Bugzilla #7026.

The patch also caps the initial reserved_size value.  There's no
reason to have a reserved buffer larger than max_sectors, since it
would be impossible to use the extra space.

The corresponding ioctls in the block layer are modified similarly,
and the initial value for the reserved_size is set as large as
possible.  This will effectively make it default to max_sectors.
Note that the actual value is meaningless anyway, since block devices
don't have a reserved buffer.

Finally, the BLKSECTGET ioctl is added to sg, so that there will be a
uniform way for users to determine the actual max_sectors value for
any raw SCSI transport.

Signed-off-by: Alan Stern <75ea6bb7bfc1186f92d26164de5f9268c9a45b59@rowland.harvard.edu>
Acked-by: Jens Axboe <165ab144a3ccfd9429d5c6466b275f24fafdb114@oracle.com>
Acked-by: Douglas Gilbert <963f268e7a1bdc4d8e33d801712bc4fd67ee1d46@torque.net>
Signed-off-by: James Bottomley <407b36959ca09543ccda8f8e06721c791bc53435@SteelEye.com>
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
oVirt/vdsm,cf75e511473a82bca703a77dde5642e0574d63ca,tests: Use assertXMLEqual for XML comparison in vmOperationsTests,"

Change-Id: I1eb072e065e954c3b8672c5f0b3ec807daf03b7b
Signed-off-by: Milan Zamazal <490d919800feed3c1679a7211c91d85af7443380@redhat.com>
Reviewed-on: https://gerrit.ovirt.org/58896
Reviewed-by: Francesco Romani <c7100b580e6017ef67482ace46578cdd2d2e0dfe@redhat.com>
Continuous-Integration: Jenkins CI
",,,,,,,,,,,,FALSE,TRUE,Administrative message,TRUE,comsum_random_batch_9_july_2021,
nwjs/chromium.src,c6de2418fe775125acc7d62376ed0f194e8debe1,Renaming unit_test function RegisterMockedURLLoad to not collide.,"

There is a shared RegisterMockedURLLoad in URLTestHelpers and a couple of
local ones imported with ""using"" or locally declared. That is
normally no big deal but in jumbo builds they
can be compiled in the same translation unit and then the functions
will collide. This patch removes a ""using"" and renames a function
to make the names more unique.

R=3f4bb586f04a0c1d93eadab9363a8a3183b4860c@opera.com

Change-Id: I6866f13bd1903e42269b7286645a9f07396b68a8
Reviewed-on: https://chromium-review.googlesource.com/574180
Reviewed-by: Fredrik Söderquist <3f4bb586f04a0c1d93eadab9363a8a3183b4860c@opera.com>
Commit-Queue: Daniel Bratell <ba2a1cfc52df68b9fd0faeb952ec0afa917b114d@opera.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#487056}",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
mbedmicro/mbed,8982ff197126caae361c00fbbbd10e833690169d,[dev_i2c] Fix I2C byte transfer API to enable Master/Slave test on F411RE,"

i2c_byte_write could be used to send byte and address.
In case used for address, ADDR Flag should be reset.
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
opensheetmusicdisplay/opensheetmusicdisplay,eccf6d7b8dbddd775d75e242f6ce59983d295b5b,"update generate:current and blessed npm commands, pin vexflow to a version, updage generateDiffImages","

without pinning vexflow to a version, you can't set it to an older version and install again.
we want to pin vexflow to a version anyways, because it's critical for rendering differences.
generateDiffImages now goes over all samples except Actor prelude, and uses file name instead of sample name with spaces
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
go-gitea/gitea,26d6c153007f799951ee3c50322f334ba51a2bc3,Fix arc theme label backgrounds (#13267),"

* Fix arc theme label backgrounds

* Add specific style to yellow labels (background + border color)
* Remove !important from label's background rule to avoid breaking user
  defined labels. Make the rule more specific to override fomantic UI
  default white background

* Remove unnecesary selector

Co-authored-by: zeripath <6a547fdd28db89120bdd70d4af1f9ba672ccd43a@cantab.net>",,,,,,,,,,,,TRUE,FALSE,subject in message,TRUE,comsum_random_batch_9_july_2021,Idan
jitsi/jitsi-videobridge,8094491a3e0efc67e17e1e76f2e4d98333741e6d,Octo relay config (#1038),"

* port octo bind address prop

* port octo bind port prop

* port octo public address property

* add enabled property, make others conditional

* make bindaddress, bindport and publicaddress all required

* move validation of octo port to prop

* remove unused properties

* remove use of ConditionalProperty

after some discussion, we've realized CondtionalProperty isn't really
doing what we want, which is to mark properties with no sensible default
as 'optional' but required when some other condition is true (e.g. an
'enabled' property is set to true)

* don't try to start octo if it isn't enabled
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
dart-lang/sdk,a032a4c952b5dd9e2c14034b2a1d75d11413f545,"Revert ""Fix file name handling on windows""","

This appears to break on bazel.

BUG=
R=nshahan@google.com

Review URL: https://codereview.chromium.org/2422403002 .
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
facebookresearch/ParlAI,1b0807e84e26b99c8654b916f10d5a9f2d585f4a,Make suggested changes to PR,"

-Allow loading/saving of vectorized candidates
-Remove check if loss > 0 before adding to report
- Return candidate prediction list during train for automatic metrics calculations
",,,,,,,,,,,,FALSE,TRUE,no word to word generic subject but the content is common,TRUE,comsum_random_batch_9_july_2021,Idan
bestpractical/rt,99608123b410d197c359eff5bef72dd77bfe0867,Wrap and/or in a label,"

    I hesitate to use a <label for=""""> since this seems a lot more
    likely than other templates to show up on a page a bunch.
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
nwjs/chromium.src,8400dbfc0a44d96ab007313f4c4aeac3d32c8bf9,Roll src/third_party/pdfium/ cb92dc762..1df1efa39 (2 commits).,"

https://pdfium.googlesource.com/pdfium.git/+log/cb92dc762d5c..1df1efa39218

$ git log cb92dc762..1df1efa39 --date=short --no-merges --format='%ad %ae %s'
2016-09-07 dsinclair Fixup CPDFSDK_PageView and CPDF_Page interactions.
2016-09-07 tsepez Maybe avoid a copy in CPDF_RenderStatus::SelectClipPath

BUG=632709

TBR=dsinclair@chromium.org

Review-Url: https://codereview.chromium.org/2323443002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#417007}
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
department-of-veterans-affairs/vets-website,41bd4e9f8716eb7a452175bebb89c86819929be7,Mocha v8.2.1 (#13982),"

* Upgrade to Mocha 8.1.1.

* Attempt to convert configuration to Mocha 8.

* Some setup fixes.

* Increased timeout.

* Testing Mocha 8 parallel tests in Jenkins.

* Disabled parallel tests by default.

* Run full coverage in both Jenkins and Circle.

* Fixed NPM script argument syntax.

* Corrected script path in Circle job.

* Removed comment to make Mocha config a valid JSON file.

* Added Choma to Mocha config requires.

* Minor version bump.

* Reordered requires to be the same order as the opts config.

* Reverted ordering of requires.

* Disabled problematic tests.

* Fixed breaking Pre-need tests.

* Removed references to mocha.opts.

* Removed unused helper.

* Removed unused script.",,,,,,,,,,,,FALSE,TRUE,"product name, a bit of a reference, a bit of details",TRUE,comsum_random_batch_9_july_2021,Idan
eworm-de/claws-mail,b0f145111680db675589299faf16cc02f9d3aefc,2007-10-31 [paul]	3.0.2cvs110,"

	* src/ldapupdate.c
		fix bug 1375, 'Impossible to modify e-mail
		in LDAP addressbook twice'
		Patch by Michael Rasmussen
",,,,,,,,,,,,FALSE,FALSE,Subject contnet by reference,TRUE,comsum_random_batch_9_july_2021,
openshift/origin,b43072fd877b7cfaaa919442758c457533ed8e95,Update all permissions,"

Add scheduled jobs to all roles, new endpoints to cluster-reader role
Deployer should be able to read replicas
Add disruption budgets and storage classes to cluster admin
Regen permissions
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
facebook/mysql-5.6,3e8418745eca76ba13d71aa6875a69896dc2e65f,part of WL#6189 Turn InnoDB persistent statistics ON by default,"

Use DEBUG_SYNC_C_IF_THD() instead of DEBUG_SYNC_C() in
row_ins_check_foreign_constraints(). That function is now also called
from the background stats gathering thread and DEBUG_SYNC_C() would crash
there because it calls ""_current_thd()"" and expects it to be != NULL.
",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
octokit/octokit.net,1eaef584d2f94a8bb01e1f95e8c58195a17eff3f,Add GetPage and GetAll method for Repositories,"

This is a direction I'm experimenting with. Note that GetAll is defined
entirely by the response API.
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
angular/angular.js,63249a0aaf2673596e2b8b6fa7d670891c0a0178,docs(ngBind): irrelevant text removed from ngBindHtml’s example,"

The ngBindHtml’s example had a copied line from ngBindTemplate’s that’s irrelevant here.

Closes #8668
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
yonadev/yona-server,0f246c64b78d0c830638d5f2462e1f1859e8a884,K8s updates (#367),"

* Fix mobiconfig template sring / string typo
* Update to template the Apple Mobiconfig vpn user cert
* Various clean ups and move to more templated values in the mobile config
* Change global.release to global.values - Add more labels to deployment objects
* Add Batch Services url env variable to app deployment yaml
* Add in some more application properties in prep for prod
* Add batch services url env to admin server
* Add the Apple WWDRCA to apple security bundle
",,,,,,,,,,,,FALSE,TRUE,low content subject,TRUE,comsum_random_batch_9_july_2021,Idan
apache/commons-beanutils,82791d722cdb148090cbcb4fed9f7cdef27d9b85,Bump actions/setup-java from v1.4.0 to v1.4.2 (#35),"

Bumps [actions/setup-java](https://github.com/actions/setup-java) from v1.4.0 to v1.4.2.
- [Release notes](https://github.com/actions/setup-java/releases)
- [Commits](https://github.com/actions/setup-java/compare/v1.4.0...8bb50d97d6b4d316daf284fdf8eafbfc988421fc)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
chromium/chromium,bdb56ebbf5a0cd3464c814cb9f563c7c989c89de,[iOS] Remove unused notification kAuthenticationServiceNotification.,"

Fixed: 464306
Change-Id: I561a1465616f16103c285620e8689b761f5a07a2
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2385338
Reviewed-by: Eugene But <bb025fd15c252eb28418847a17f9a409ee64be86@chromium.org>
Commit-Queue: Nohemi Fernandez <78d213a83b5bb7229a2a4d3ecc39b60c3473f0a5@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#803183}
",,,,,,,,,,,,FALSE,FALSE,Administrative message,TRUE,comsum_random_batch_9_july_2021,
gem/oq-engine,d7d8ed61f95cc2669f1dda5c6f6f38d0a9f11f78,[Doc] Recommend shallow clone for Win dev installation [skip CI],"

Update installation instructions for development on Windows to recommend a shallow clone of the engine repo.

Former-commit-id: c70c66f136f6c502b244eb15ec8f813a01f0e4b5 [formerly a777959d7df61b83e75198e41f15ddca0b62dff9]
Former-commit-id: 818a1bf16e666a5c98e1b6609b2646e407bbf63f",,,,,,,,,,,,TRUE,FALSE,change/details,TRUE,comsum_random_batch_9_july_2021,Idan
facebook/folly,7cc28784d1749283b7eb78399a0f0a77594dbc14,Relax the limits for StackTraceSizeLimitTest.,"

Summary: Apparently it's flaky...

Differential Revision: D24179337

fbshipit-source-id: 75416adaf8dbd37fc9ddeaa0500ddfaeb80cffa9
",,,,,,,,,,,,TRUE,FALSE,"change/reason, the reason is a bit general",FALSE,comsum_random_batch_9_july_2021,Idan
twbs/bootstrap,56a5b19cdb63e1e76478a628eab774b0c3e93f98,Fixes #17911: Explicitly remove margin-bottom from cards in .card-deck,"

Here we're doing some margin swapping, so it looks a little funky. All this does is match the margin implementation and rendering across our table and flex versions of card decks.
",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
GNOME/dia,9d044c291563b47bc29b0e37e8bbd5ad0b85b201,using dia_font_new_from_style(),"

	* objects/SADT/*.c:
	* objects/UML/association.c: (one instance forgotten)
	* objects/UML/large_package.c:
	using dia_font_new_from_style()
",,,,,,,,,,,,TRUE,FALSE,message in subject,TRUE,comsum_random_batch_9_july_2021,Idan
strapdata/elassandra,0362550fd7c5a06c297eae064100404f51606269,Update indices-query.asciidoc,"

The current description of the query seemed confusing to some people (e.g. https://twitter.com/wielinde/status/654582620630687744), this is just a proposal to simplify it.",,,,,,,,,,,,TRUE,FALSE,change/reason,TRUE,comsum_random_batch_9_july_2021,Idan
appbaseio/reactivesearch,be6ee0584ffc70eac9d811744188b3f55fbb9744,maps: Fix streaming support,"

- Fix streaming hits handling in ReactiveMap component
- Add support for streamAutoCenter prop
- Fix defaultPin initialisation
",,,,,,,,,,,,TRUE,FALSE,message in subject,TRUE,comsum_random_batch_9_july_2021,Idan
